Bathrooms,Bedrooms,Beds,LocationName,NumGuests,NumReviews,Price,Rating,zipcode,pop2016,pop2010,pop2000,cost_living_index (US avg. = 100),land_area (sq.mi.),water_area (sq.mi.),pop_density (people per mile),median house value,median monthly owner costs (with mortgage),median gross rent,median asking price for vacant for-sale home/condo,Number of Homes,Count of Abnb,Density of Abnb (%)
2,3,3,Atlanta,6,11,275,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,34,32,N,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
2,2,2,Atlanta,6,9,179,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,2,Atlanta,3,27,75,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,2,4,79,N,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,2,Decatur,3,20,89,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,2,Atlanta,4,42,99,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,16,71,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,2,Atlanta,4,36,100,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
2,2,2,Atlanta,4,17,150,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,2,2,Atlanta,4,19,145,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,3,4,Atlanta,5,58,153,Y,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
1,1,1,Atlanta,2,9,50,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,2,Atlanta,3,7,79,N,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,2,79,135,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
2,2,2,Atlanta,5,9,115,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
2,2,2,Atlanta,4,32,105,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,1,Atlanta,2,115,75,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,60,54,N,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
2,2,2,Atlanta,6,31,175,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
2,1,1,Atlanta,2,67,65,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,1,Atlanta,2,35,50,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,Atlanta,2,24,125,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,14,75,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
3,4,5,Atlanta,8,11,279,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
3,4,4,Atlanta,8,26,190,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,25,94,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
3,3,4,Atlanta,6,10,479,Y,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
1,1,1,Atlanta,2,108,50,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,2,2,Atlanta,6,17,125,N,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,3,10,99,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,1,Atlanta,2,196,78,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,3,Atlanta,4,12,52,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,2,3,Atlanta,5,30,189,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
2,3,3,Atlanta,5,7,185,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,2,Atlanta,4,51,50,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,Atlanta,2,30,68,N,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,2,2,Atlanta,4,4,99,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,11,100,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,25,109,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,Decatur,2,29,46,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,2,Atlanta,4,9,52,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
2,2,2,Atlanta,4,13,135,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,3,71,70,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,122,45,N,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,2,Atlanta,4,26,134,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,2,Atlanta,3,32,55,N,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,2,Atlanta,4,6,85,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,30,65,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,1,Atlanta,2,16,94,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,3,155,80,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,1,1,Atlanta,2,39,100,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,2,Atlanta,5,63,39,N,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,1,13,39,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,2,Atlanta,5,7,204,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
2,2,2,Atlanta,6,3,140,N,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,4,27,89,N,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,2,2,Atlanta,4,28,110,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,4,10,63,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
2,4,2,Atlanta,2,20,144,N,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,2,Atlanta,3,27,46,N,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,13,60,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,2,Atlanta,4,32,55,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,7,89,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,21,50,Y,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
1,1,1,Atlanta,2,7,46,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,2,2,Atlanta,4,12,159,N,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
2,1,2,Atlanta,4,3,95,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,2,Atlanta,3,89,69,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,39,100,N,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
2,2,2,Atlanta,4,6,279,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,35,40,N,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,2,Atlanta,2,12,100,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,3,18,145,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
2,3,4,Atlanta,6,22,185,N,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,3,50,50,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,2,Atlanta,4,54,89,N,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,1,Atlanta,2,6,159,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,28,41,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
2,2,2,Atlanta,5,5,119,N,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,2,20,92,N,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,2,Atlanta,3,12,89,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
2,3,5,Atlanta,8,44,120,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,3,6,125,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,Atlanta,4,142,55,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
2,3,5,Atlanta,7,10,290,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,4,110,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,2,2,Atlanta,4,22,90,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,2,2,Decatur,5,20,139,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,1,Atlanta,3,5,150,N,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,1,Atlanta,2,10,65,N,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,2,10,40,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,1,Atlanta,3,7,130,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,3,191,79,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,3,Atlanta,4,5,49,N,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
2,2,2,Atlanta,4,13,129,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,2,3,Atlanta,6,45,79,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,2,Atlanta,4,10,200,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,77,99,Y,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
1,1,1,Atlanta,2,130,85,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,2,Atlanta,2,154,38,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
4,4,4,Atlanta,8,4,160,Y,30315,34193,33857,40288,96.4,11.3,0,3022,101446,1177,824,156424,13677.2,15,0.10967157
1,1,1,Atlanta,1,14,30,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,8,189,N,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,1,32,34,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,9,55,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,4,3,185,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,135,79,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,121,70,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,Atlanta,2,84,100,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
2,3,5,Atlanta,6,24,73,N,30315,34193,33857,40288,96.4,11.3,0,3022,101446,1177,824,156424,13677.2,15,0.10967157
2,2,2,Atlanta,5,37,92,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,165,135,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,2,1,Atlanta,2,27,120,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,3,Atlanta,4,8,95,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,34,70,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,129,104,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
2,2,5,Atlanta,8,38,169,N,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,63,78,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,2,Atlanta,4,17,82,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
2,2,3,Atlanta,7,11,180,N,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,2,2,Atlanta,5,14,193,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
2,2,2,Atlanta,4,35,110,Y,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
2,3,4,Atlanta,5,101,152,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
2,2,2,Atlanta,4,6,145,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,2,Atlanta,3,34,79,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,2,Atlanta,5,56,89,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,Atlanta,2,55,50,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,2,Atlanta,3,70,80,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,2,Atlanta,3,22,85,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,2,8,85,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,1,12,45,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,1,20,35,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,9,205,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
2,3,4,Atlanta,6,47,80,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,8,75,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,2,Atlanta,3,104,79,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
2,2,3,Atlanta,6,9,325,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,2,2,Atlanta,6,5,115,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
2,2,3,Atlanta,6,6,400,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,Atlanta,2,85,78,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,3,Atlanta,4,4,48,N,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,25,60,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,1,Atlanta,4,8,54,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
2,1,1,Atlanta,2,5,239,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,2,10,60,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,3,79,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,2,67,70,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,Atlanta,2,11,99,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
2,2,2,Atlanta,5,16,299,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,1,16,90,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,2,10,125,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,2,2,Atlanta,4,5,229,Y,30305,23394,22999,21380,100.4,6.4,0,3635,549848,2733,1237,789677,9357.6,26,0.277849021
2,2,2,Atlanta,7,11,145,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,1,7,55,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
2,3,2,Atlanta,4,3,250,N,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,1,Atlanta,2,13,99,N,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,2,1,Atlanta,2,7,84,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,2,17,80,N,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
2,2,3,Atlanta,6,27,199,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,73,62,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,217,48,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,27,60,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,2,Atlanta,1,3,94,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,2,Atlanta,4,15,120,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,5,Atlanta,6,81,79,N,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,3,21,92,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,4,20,64,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,Atlanta,2,208,78,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,2,113,65,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,1,Atlanta,2,21,75,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,2,5,90,N,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,3,Atlanta,6,44,69,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
2,1,1,Atlanta,2,21,100,N,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
2,3,6,Atlanta,12,19,199,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,2,4,40,N,30315,34193,33857,40288,96.4,11.3,0,3022,101446,1177,824,156424,13677.2,15,0.10967157
1,2,2,Atlanta,4,14,55,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,2,87,65,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,10,75,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,2,8,79,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,3,15,175,N,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
2,2,2,Atlanta,4,5,170,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,4,Atlanta,6,6,99,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,91,50,N,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,5,70,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,26,85,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,2,34,77,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,107,60,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,2,4,50,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,2,Atlanta,4,33,70,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
2,3,3,Atlanta,6,6,300,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,2,3,Atlanta,6,5,375,Y,30318,49983,49736,53229,97.5,20.4,0.2,2454,195566,1626,1053,192009,19993.2,18,0.09003061
2,2,2,Atlanta,4,22,100,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,2,2,Atlanta,4,45,50,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,2,Atlanta,4,61,50,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,2,2,Atlanta,5,5,185,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
2,2,3,Atlanta,10,16,150,N,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,8,55,Y,30318,49983,49736,53229,97.5,20.4,0.2,2454,195566,1626,1053,192009,19993.2,18,0.09003061
1,1,1,Atlanta,4,8,75,N,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
